"order_id","full_date","year","quarter","month","month_name","weekday","customer_name","segment","category","sub_category","product_name","region","state","city","ship_mode","sales","quantity","discount","profit","profit_margin_pct"
"US-2015-151435","2015-09-06 00:00:00",2015,3,9,"September","Sunday","Shaun Weien","Consumer","Furniture","Tables","KI Adjustable-Height Table","South","Louisiana","Lafayette","Second Class",85.98,1,0.0,22.35,25.99
"CA-2017-101210","2017-08-25 00:00:00",2017,3,8,"August","Friday","Don Weiss","Consumer","Office Supplies","Art","Zebra Zazzle Fluorescent Highlighters","South","Tennessee","Jackson","Second Class",9.73,2,0.2,1.7,17.47
"CA-2016-158694","2016-11-10 00:00:00",2016,4,11,"November","Thursday","Arianne Irving","Consumer","Office Supplies","Binders","Peel & Stick Add-On Corner Pockets","West","California","Los Angeles","Second Class",5.18,3,0.2,1.81,34.94
"CA-2016-158694","2016-11-10 00:00:00",2016,4,11,"November","Thursday","Arianne Irving","Consumer","Office Supplies","Storage","Standard Rollaway File with Lock","West","California","Los Angeles","Second Class",720.76,4,0.0,187.4,26.00
"CA-2016-158694","2016-11-10 00:00:00",2016,4,11,"November","Thursday","Arianne Irving","Consumer","Office Supplies","Paper","Xerox 1933","West","California","Los Angeles","Second Class",61.4,5,0.0,28.86,47.00
"CA-2016-158694","2016-11-10 00:00:00",2016,4,11,"November","Thursday","Arianne Irving","Consumer","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","West","California","Los Angeles","Second Class",467.46,9,0.0,191.66,41.00
"CA-2016-158694","2016-11-10 00:00:00",2016,4,11,"November","Thursday","Arianne Irving","Consumer","Office Supplies","Appliances","Belkin F9S820V06 8 Outlet Surge","West","California","Los Angeles","Second Class",129.92,4,0.0,38.98,30.00
"CA-2017-101210","2017-08-25 00:00:00",2017,3,8,"August","Friday","Don Weiss","Consumer","Office Supplies","Paper","Xerox 199","South","Tennessee","Jackson","Second Class",3.42,1,0.2,1.07,31.29
"CA-2016-146374","2016-12-05 00:00:00",2016,4,12,"December","Monday","Harold Engle","Corporate","Office Supplies","Envelopes","#10 White Business Envelopes,4 1/8 x 9 1/2","East","Delaware","Newark","Second Class",109.69,7,0.0,51.55,47.00
"CA-2014-146703","2014-10-20 00:00:00",2014,4,10,"October","Monday","Patrick O'Donnell","Consumer","Office Supplies","Storage","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","Central","Michigan","Westland","Second Class",211.96,4,0.0,8.48,4.00
"CA-2016-152534","2016-06-20 00:00:00",2016,2,6,"June","Monday","Dave Poirier","Corporate","Office Supplies","Art","DIXON Oriole Pencils","West","California","Salinas","Second Class",5.16,2,0.0,1.34,25.97
"CA-2016-152534","2016-06-20 00:00:00",2016,2,6,"June","Monday","Dave Poirier","Corporate","Office Supplies","Paper","Xerox 202","West","California","Salinas","Second Class",38.88,6,0.0,18.66,47.99
"CA-2016-112697","2016-12-18 00:00:00",2016,4,12,"December","Sunday","Alan Haines","Corporate","Office Supplies","Binders","GBC VeloBinder Electric Binding Machine","South","Florida","Tamarac","Second Class",254.06,7,0.7,-169.37,-66.67
"CA-2016-112697","2016-12-18 00:00:00",2016,4,12,"December","Sunday","Alan Haines","Corporate","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","South","Florida","Tamarac","Second Class",194.53,2,0.2,24.32,12.50
"CA-2016-158694","2016-11-10 00:00:00",2016,4,11,"November","Thursday","Arianne Irving","Consumer","Office Supplies","Paper","Embossed Ink Jet Note Cards","West","California","Los Angeles","Second Class",67.71,3,0.0,32.5,48.00
"CA-2017-141719","2017-11-17 00:00:00",2017,4,11,"November","Friday","Emily Grady","Consumer","Technology","Accessories","Logitech Illuminated - Keyboard","Central","Illinois","Naperville","Second Class",239.96,5,0.2,83.99,35.00
"CA-2015-103954","2015-08-09 00:00:00",2015,3,8,"August","Sunday","Hallie Redmond","Home Office","Furniture","Bookcases","O'Sullivan Cherrywood Estates Traditional Barrister Bookcase","Central","Wisconsin","Milwaukee","Second Class",687.4,5,0.0,48.12,7.00
"CA-2017-128300","2017-11-24 00:00:00",2017,4,11,"November","Friday","Roland Schwarz","Corporate","Technology","Phones","Motorla HX550 Universal Bluetooth Headset","South","South Carolina","Summerville","Second Class",79.1,2,0.0,39.55,50.00
"CA-2017-128300","2017-11-24 00:00:00",2017,4,11,"November","Friday","Roland Schwarz","Corporate","Office Supplies","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","South","South Carolina","Summerville","Second Class",327.84,8,0.0,157.36,48.00
"CA-2017-151911","2017-04-30 00:00:00",2017,2,4,"April","Sunday","Dionis Lloyd","Corporate","Office Supplies","Envelopes","#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes","East","New York","New York City","Second Class",62.96,4,0.0,28.33,45.00
"CA-2017-112900","2017-04-09 00:00:00",2017,2,4,"April","Sunday","Ken Lonsdale","Consumer","Office Supplies","Binders","GBC Recycled Regency Composition Covers","Central","Michigan","Detroit","Second Class",478.24,8,0.0,219.99,46.00
"CA-2016-112697","2016-12-18 00:00:00",2016,4,12,"December","Sunday","Alan Haines","Corporate","Office Supplies","Supplies","Premier Automatic Letter Opener","South","Florida","Tamarac","Second Class",961.48,5,0.2,-204.31,-21.25
"CA-2016-110772","2016-11-20 00:00:00",2016,4,11,"November","Sunday","Nick Zandusky","Home Office","Office Supplies","Fasteners","Advantus SlideClip Paper Clips","East","Ohio","Columbus","Second Class",19.1,7,0.2,6.68,34.97
"CA-2015-163090","2015-11-17 00:00:00",2015,4,11,"November","Tuesday","Greg Hansen","Consumer","Office Supplies","Supplies","Acme Box Cutter Scissors","Central","Illinois","Chicago","Second Class",40.92,5,0.2,3.07,7.50
"CA-2016-110772","2016-11-20 00:00:00",2016,4,11,"November","Sunday","Nick Zandusky","Home Office","Office Supplies","Labels","Avery 512","East","Ohio","Columbus","Second Class",18.5,8,0.2,6.24,33.73
"CA-2014-151792","2014-09-02 00:00:00",2014,3,9,"September","Tuesday","Christina VanderZanden","Consumer","Technology","Accessories","Logitech Wireless Performance Mouse MX for PC and Mac","Central","Illinois","Chicago","Second Class",239.98,3,0.2,53.99,22.50
"CA-2017-136511","2017-03-23 00:00:00",2017,1,3,"March","Thursday","Mary Zewe","Corporate","Office Supplies","Supplies","Premier Electric Letter Opener","East","New York","New York City","Second Class",347.58,3,0.0,17.38,5.00
"CA-2015-158659","2015-11-10 00:00:00",2015,4,11,"November","Tuesday","Steve Chapman","Corporate","Office Supplies","Storage","Letter Size Cart","Central","Indiana","Richmond","Second Class",714.3,5,0.0,207.15,29.00
"CA-2014-156006","2014-04-30 00:00:00",2014,2,4,"April","Wednesday","Tamara Manning","Consumer","Technology","Accessories","Maxell 4.7GB DVD-RW 3/Pack","South","Mississippi","Jackson","Second Class",47.79,3,0.0,16.25,34.00
"CA-2016-152156","2016-11-08 00:00:00",2016,4,11,"November","Tuesday","Claire Gute","Consumer","Furniture","Bookcases","Bush Somerset Collection Bookcase","South","Kentucky","Henderson","Second Class",261.96,2,0.0,41.91,16.00
"CA-2014-123925","2014-12-17 00:00:00",2014,4,12,"December","Wednesday","Roy Französisch","Consumer","Office Supplies","Art","Stanley Contemporary Battery Pencil Sharpeners","South","Georgia","Columbus","Second Class",40.05,3,0.0,11.21,27.99
"CA-2016-110772","2016-11-20 00:00:00",2016,4,11,"November","Sunday","Nick Zandusky","Home Office","Technology","Accessories","Logitech Wireless Gaming Headset G930","East","Ohio","Columbus","Second Class",255.98,2,0.2,54.4,21.25
"CA-2016-109925","2016-11-06 00:00:00",2016,4,11,"November","Sunday","Irene Maddox","Consumer","Office Supplies","Storage","Eldon Portable Mobile Manager","West","California","San Diego","Second Class",84.84,3,0.0,22.91,27.00
"CA-2016-168893","2016-11-03 00:00:00",2016,4,11,"November","Thursday","Arthur Prichep","Consumer","Office Supplies","Fasteners","Advantus Plastic Paper Clips","South","Kentucky","Henderson","Second Class",20.0,4,0.0,9.6,48.00
"CA-2016-168893","2016-11-03 00:00:00",2016,4,11,"November","Thursday","Arthur Prichep","Consumer","Office Supplies","Art","Economy #2 Pencils","South","Kentucky","Henderson","Second Class",7.98,3,0.0,2.07,25.94
"CA-2016-168893","2016-11-03 00:00:00",2016,4,11,"November","Thursday","Arthur Prichep","Consumer","Furniture","Furnishings","Magna Visual Magnetic Picture Hangers","South","Kentucky","Henderson","Second Class",24.1,5,0.0,9.16,38.01
"CA-2016-168893","2016-11-03 00:00:00",2016,4,11,"November","Thursday","Arthur Prichep","Consumer","Office Supplies","Art","Boston 16750 Black Compact Battery Pencil Sharpener","South","Kentucky","Henderson","Second Class",8.75,1,0.0,2.63,30.06
"CA-2016-168893","2016-11-03 00:00:00",2016,4,11,"November","Thursday","Arthur Prichep","Consumer","Furniture","Tables","Global Adaptabilities Conference Tables","South","Kentucky","Henderson","Second Class",842.94,3,0.0,160.16,19.00
"CA-2017-134978","2017-11-12 00:00:00",2017,4,11,"November","Sunday","Ed Braxton","Corporate","Office Supplies","Binders","Avery Durable Slant Ring Binders, No Labels","East","New York","New York City","Second Class",15.92,5,0.2,5.37,33.73
"CA-2014-114790","2014-03-11 00:00:00",2014,1,3,"March","Tuesday","Filia McAdams","Corporate","Technology","Accessories","Maxell DVD-RAM Discs","South","Kentucky","Richmond","Second Class",32.96,2,0.0,14.17,42.99
"CA-2014-114790","2014-03-11 00:00:00",2014,1,3,"March","Tuesday","Filia McAdams","Corporate","Office Supplies","Appliances","Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote","South","Kentucky","Richmond","Second Class",146.76,3,0.0,38.16,26.00
"CA-2017-141201","2017-12-09 00:00:00",2017,4,12,"December","Saturday","Daniel Byrd","Home Office","Furniture","Bookcases","O'Sullivan 3-Shelf Heavy-Duty Bookcases","West","California","Salinas","Second Class",148.26,3,0.15,15.7,10.59
"CA-2014-133158","2014-08-19 00:00:00",2014,3,8,"August","Tuesday","David Wiener","Corporate","Office Supplies","Binders","Satellite Sectional Post Binders","West","California","Los Angeles","Second Class",69.46,2,0.2,22.57,32.49
"CA-2016-110772","2016-11-20 00:00:00",2016,4,11,"November","Sunday","Nick Zandusky","Home Office","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish","East","Ohio","Columbus","Second Class",86.97,3,0.5,-48.7,-56.00
"CA-2015-140221","2015-03-05 00:00:00",2015,1,3,"March","Thursday","Maribeth Schnelling","Consumer","Furniture","Furnishings","Eldon Wave Desk Accessories","Central","Illinois","Chicago","Second Class",4.71,2,0.6,-1.88,-39.92
"CA-2017-113705","2017-03-27 00:00:00",2017,1,3,"March","Monday","Lena Cacioppo","Consumer","Office Supplies","Storage","Carina Mini System Audio Rack, Model AR050B","South","Virginia","Richmond","Second Class",332.94,3,0.0,9.99,3.00
"CA-2017-113705","2017-03-27 00:00:00",2017,1,3,"March","Monday","Lena Cacioppo","Consumer","Office Supplies","Binders","GBC Instant Index System for Binding Systems","South","Virginia","Richmond","Second Class",17.76,2,0.0,8.88,50.00
"CA-2016-134474","2016-01-05 00:00:00",2016,1,1,"January","Tuesday","Anthony Johnson","Corporate","Technology","Accessories","Logitech MX Performance Wireless Mouse","South","Florida","Jacksonville","Second Class",191.47,6,0.2,40.69,21.25
"CA-2016-134474","2016-01-05 00:00:00",2016,1,1,"January","Tuesday","Anthony Johnson","Corporate","Office Supplies","Art","Newell 337","South","Florida","Jacksonville","Second Class",5.25,2,0.2,0.59,11.24
"CA-2016-134474","2016-01-05 00:00:00",2016,1,1,"January","Tuesday","Anthony Johnson","Corporate","Technology","Phones","Logitech B530 USB Headset - headset - Full size, Binaural","South","Florida","Jacksonville","Second Class",59.18,2,0.2,5.18,8.75
"CA-2017-113705","2017-03-27 00:00:00",2017,1,3,"March","Monday","Lena Cacioppo","Consumer","Office Supplies","Labels","Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll","South","Virginia","Richmond","Second Class",8.26,2,0.0,3.8,46.00
"CA-2014-149104","2014-04-05 00:00:00",2014,2,4,"April","Saturday","Ruben Dartt","Consumer","Office Supplies","Art","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","Central","Michigan","Dearborn Heights","Second Class",13.89,3,0.0,4.58,32.97
"CA-2017-142776","2017-12-11 00:00:00",2017,4,12,"December","Monday","Roy Skaria","Home Office","Office Supplies","Envelopes","Pastel Pink Envelopes","Central","Iowa","Burlington","Second Class",7.28,1,0.0,3.49,47.94
"CA-2014-149104","2014-04-05 00:00:00",2014,2,4,"April","Saturday","Ruben Dartt","Consumer","Office Supplies","Binders","Fellowes Twister Kit, Gray/Clear, 3/pkg","Central","Michigan","Dearborn Heights","Second Class",40.2,5,0.0,18.09,45.00
"US-2016-131114","2016-12-09 00:00:00",2016,4,12,"December","Friday","Rob Williams","Corporate","Technology","Accessories","Kingston Digital DataTraveler 8GB USB 2.0","Central","Illinois","Chicago","Second Class",19.04,4,0.2,-1.43,-7.51
"US-2016-131114","2016-12-09 00:00:00",2016,4,12,"December","Friday","Rob Williams","Corporate","Office Supplies","Appliances","Belkin 6 Outlet Metallic Surge Strip","Central","Illinois","Chicago","Second Class",4.36,2,0.8,-11.76,-269.72
"US-2016-131114","2016-12-09 00:00:00",2016,4,12,"December","Friday","Rob Williams","Corporate","Office Supplies","Supplies","Acme Office Executive Series Stainless Steel Trimmers","Central","Illinois","Chicago","Second Class",20.57,3,0.2,1.54,7.49
"CA-2015-142202","2015-09-18 00:00:00",2015,3,9,"September","Friday","Justin Ritter","Corporate","Technology","Accessories","Enermax Acrylux Wireless Keyboard","South","Florida","Jacksonville","Second Class",717.12,9,0.2,152.39,21.25
"CA-2015-140221","2015-03-05 00:00:00",2015,1,3,"March","Thursday","Maribeth Schnelling","Consumer","Office Supplies","Binders","Performers Binder/Pad Holder, Black","Central","Illinois","Chicago","Second Class",11.21,2,0.8,-16.82,-150.04
"CA-2016-133816","2016-05-10 00:00:00",2016,2,5,"May","Tuesday","Christopher Schild","Home Office","Technology","Phones","ClearOne CHATAttach 160 - speaker phone","East","Pennsylvania","Philadelphia","Second Class",743.99,2,0.4,-124.0,-16.67
"CA-2017-141747","2017-08-03 00:00:00",2017,3,8,"August","Thursday","Scot Coram","Corporate","Office Supplies","Storage","Letter/Legal File Tote with Clear Snap-On Lid, Black Granite","West","Washington","Seattle","Second Class",16.06,1,0.0,4.18,26.03
"CA-2017-119424","2017-06-12 00:00:00",2017,2,6,"June","Monday","Sarah Brown","Consumer","Office Supplies","Paper","Xerox 203","West","Washington","Kent","Second Class",19.44,3,0.0,9.33,47.99
"CA-2015-122406","2015-08-02 00:00:00",2015,3,8,"August","Sunday","Brad Eason","Home Office","Furniture","Chairs","Office Star Flex Back Scooter Chair with White Frame","East","Rhode Island","Providence","Second Class",110.98,1,0.0,15.54,14.00
"CA-2015-122406","2015-08-02 00:00:00",2015,3,8,"August","Sunday","Brad Eason","Home Office","Technology","Accessories","Logitech G700s Rechargeable Gaming Mouse","East","Rhode Island","Providence","Second Class",199.98,2,0.0,83.99,42.00
"CA-2015-122406","2015-08-02 00:00:00",2015,3,8,"August","Sunday","Brad Eason","Home Office","Office Supplies","Paper","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","East","Rhode Island","Providence","Second Class",8.4,2,0.0,4.12,49.05
"CA-2015-122406","2015-08-02 00:00:00",2015,3,8,"August","Sunday","Brad Eason","Home Office","Technology","Phones","Plantronics MX500i Earset","East","Rhode Island","Providence","Second Class",128.85,3,0.0,3.87,3.00
"CA-2015-109708","2015-05-25 00:00:00",2015,2,5,"May","Monday","Craig Yedwab","Corporate","Technology","Phones","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","South","Tennessee","Columbia","Second Class",467.04,4,0.2,58.38,12.50
"CA-2016-141180","2016-05-15 00:00:00",2016,2,5,"May","Sunday","Darren Powers","Consumer","Office Supplies","Binders","GBC Instant Report Kit","South","Florida","Fort Lauderdale","Second Class",7.76,4,0.7,-5.18,-66.75
"CA-2017-119424","2017-06-12 00:00:00",2017,2,6,"June","Monday","Sarah Brown","Consumer","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4","West","Washington","Kent","Second Class",71.98,3,0.2,9.0,12.50
"CA-2014-149104","2014-04-05 00:00:00",2014,2,4,"April","Saturday","Ruben Dartt","Consumer","Office Supplies","Art","Stanley Contemporary Battery Pencil Sharpeners","Central","Michigan","Dearborn Heights","Second Class",26.7,2,0.0,7.48,28.01
"CA-2014-128062","2014-11-19 00:00:00",2014,4,11,"November","Wednesday","Alan Dominguez","Home Office","Office Supplies","Paper","1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack","East","Pennsylvania","Philadelphia","Second Class",5.88,1,0.2,1.98,33.67
"CA-2014-164861","2014-12-03 00:00:00",2014,4,12,"December","Wednesday","Matthew Clasen","Corporate","Office Supplies","Paper","Xerox 214","Central","Missouri","Saint Louis","Second Class",25.92,4,0.0,12.44,47.99
"CA-2014-133158","2014-08-19 00:00:00",2014,3,8,"August","Tuesday","David Wiener","Corporate","Furniture","Furnishings","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","West","California","Los Angeles","Second Class",289.24,7,0.0,26.03,9.00
"CA-2017-117443","2017-12-23 00:00:00",2017,4,12,"December","Saturday","Jennifer Braxton","Corporate","Office Supplies","Paper","Xerox 1940","Central","Illinois","Rockford","Second Class",175.87,4,0.2,63.75,36.25
"CA-2014-160262","2014-06-09 00:00:00",2014,2,6,"June","Monday","Thomas Seio","Corporate","Furniture","Furnishings","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","West","Nevada","North Las Vegas","Second Class",37.4,2,0.0,14.21,37.99
"CA-2014-160262","2014-06-09 00:00:00",2014,2,6,"June","Monday","Thomas Seio","Corporate","Office Supplies","Paper","Xerox 1909","West","Nevada","North Las Vegas","Second Class",79.14,3,0.0,36.4,45.99
"CA-2014-160262","2014-06-09 00:00:00",2014,2,6,"June","Monday","Thomas Seio","Corporate","Office Supplies","Art","DIXON Oriole Pencils","West","Nevada","North Las Vegas","Second Class",18.06,7,0.0,4.7,26.02
"CA-2017-117926","2017-12-08 00:00:00",2017,4,12,"December","Friday","Alan Schoenberger","Corporate","Office Supplies","Appliances","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors","West","California","San Francisco","Second Class",69.48,1,0.0,20.84,29.99
"CA-2016-125815","2016-10-28 00:00:00",2016,4,10,"October","Friday","Denise Leinenbach","Consumer","Office Supplies","Art","BIC Brite Liner Highlighters","East","New York","New York City","Second Class",12.42,3,0.0,5.22,42.03
"CA-2017-114055","2017-12-25 00:00:00",2017,4,12,"December","Monday","Mick Hernandez","Home Office","Technology","Phones","AT&T 17929 Lendline Telephone","South","Alabama","Huntsville","Second Class",90.48,2,0.0,23.52,25.99
"CA-2017-114055","2017-12-25 00:00:00",2017,4,12,"December","Monday","Mick Hernandez","Home Office","Office Supplies","Paper","Xerox 1915","South","Alabama","Huntsville","Second Class",629.1,6,0.0,301.97,48.00
"CA-2017-114055","2017-12-25 00:00:00",2017,4,12,"December","Monday","Mick Hernandez","Home Office","Office Supplies","Fasteners","Assorted Color Push Pins","South","Alabama","Huntsville","Second Class",3.62,2,0.0,1.19,32.87
"CA-2017-117443","2017-12-23 00:00:00",2017,4,12,"December","Saturday","Jennifer Braxton","Corporate","Office Supplies","Binders","Wilson Jones International Size A4 Ring Binders","Central","Illinois","Rockford","Second Class",13.84,4,0.8,-22.14,-159.97
"CA-2015-109386","2015-11-08 00:00:00",2015,4,11,"November","Sunday","Rob Haberlin","Consumer","Office Supplies","Art","Newell 314","South","Virginia","Hampton","Second Class",27.9,5,0.0,6.98,25.02
"CA-2015-109386","2015-11-08 00:00:00",2015,4,11,"November","Sunday","Rob Haberlin","Consumer","Office Supplies","Art","Hunt PowerHouse Electric Pencil Sharpener, Blue","South","Virginia","Hampton","Second Class",265.86,7,0.0,79.76,30.00
"CA-2015-109386","2015-11-08 00:00:00",2015,4,11,"November","Sunday","Rob Haberlin","Consumer","Furniture","Furnishings","Deflect-o Glass Clear Studded Chair Mats","South","Virginia","Hampton","Second Class",186.54,3,0.0,41.04,22.00
"CA-2015-109386","2015-11-08 00:00:00",2015,4,11,"November","Sunday","Rob Haberlin","Consumer","Technology","Phones","AT&T 17929 Lendline Telephone","South","Virginia","Hampton","Second Class",226.2,5,0.0,58.81,26.00
"CA-2017-166835","2017-11-12 00:00:00",2017,4,11,"November","Sunday","Dennis Kane","Consumer","Office Supplies","Storage","SAFCO Commercial Wire Shelving, Black","East","Pennsylvania","Lancaster","Second Class",221.02,2,0.2,-55.26,-25.00
"CA-2017-148446","2017-12-10 00:00:00",2017,4,12,"December","Sunday","Michael Chen","Consumer","Furniture","Tables","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables","West","Nevada","North Las Vegas","Second Class",1669.6,4,0.0,116.87,7.00
"CA-2014-111059","2014-02-03 00:00:00",2014,1,2,"February","Monday","Tom Boeckenhauer","Consumer","Office Supplies","Binders","Ibico Laser Imprintable Binding System Covers","West","Washington","Seattle","Second Class",83.84,2,0.2,27.25,32.50
"CA-2014-111059","2014-02-03 00:00:00",2014,1,2,"February","Monday","Tom Boeckenhauer","Consumer","Office Supplies","Binders","Avery Durable Poly Binders","West","Washington","Seattle","Second Class",13.27,3,0.2,4.31,32.48
"CA-2015-116750","2015-07-05 00:00:00",2015,3,7,"July","Sunday","Barbara Fisher","Corporate","Furniture","Furnishings","Stackable Trays","South","North Carolina","Fayetteville","Second Class",4.93,2,0.2,0.74,15.01
"CA-2015-116750","2015-07-05 00:00:00",2015,3,7,"July","Sunday","Barbara Fisher","Corporate","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders","South","North Carolina","Fayetteville","Second Class",7.23,5,0.7,-5.78,-79.94
"CA-2017-116204","2017-02-11 00:00:00",2017,1,2,"February","Saturday","Victoria Wilson","Corporate","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","West","California","San Francisco","Second Class",21.34,7,0.2,7.73,36.22
"CA-2014-150798","2014-12-01 00:00:00",2014,4,12,"December","Monday","Joe Kamberova","Consumer","Technology","Copiers","Sharp 1540cs Digital Laser Copier","East","Ohio","Columbus","Second Class",659.99,2,0.4,110.0,16.67
"CA-2014-150798","2014-12-01 00:00:00",2014,4,12,"December","Monday","Joe Kamberova","Consumer","Furniture","Furnishings","Master Caster Door Stop, Brown","East","Ohio","Columbus","Second Class",8.13,2,0.2,1.42,17.47
"CA-2014-150798","2014-12-01 00:00:00",2014,4,12,"December","Monday","Joe Kamberova","Consumer","Office Supplies","Paper","Xerox 214","East","Ohio","Columbus","Second Class",36.29,7,0.2,12.7,35.00
"CA-2014-150798","2014-12-01 00:00:00",2014,4,12,"December","Monday","Joe Kamberova","Consumer","Furniture","Chairs","Hon Multipurpose Stacking Arm Chairs","East","Ohio","Columbus","Second Class",909.72,6,0.3,-51.98,-5.71
"CA-2017-121559","2017-06-01 00:00:00",2017,2,6,"June","Thursday","Helen Wasserman","Corporate","Office Supplies","Binders","Cardinal Slant-D Ring Binders","Central","Indiana","Indianapolis","Second Class",17.38,2,0.0,8.69,50.00
"US-2017-156909","2017-07-16 00:00:00",2017,3,7,"July","Sunday","Sandra Flanagan","Consumer","Furniture","Chairs","Global Deluxe Stacking Chair, Gray","East","Pennsylvania","Philadelphia","Second Class",71.37,2,0.3,-1.02,-1.43
"CA-2016-164770","2016-12-02 00:00:00",2016,4,12,"December","Friday","Muhammed Yedwab","Corporate","Office Supplies","Paper","Xerox 1962","Central","Texas","Houston","Second Class",30.82,9,0.2,9.63,31.25
"CA-2017-114440","2017-09-14 00:00:00",2017,3,9,"September","Thursday","Tracy Blumstein","Consumer","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","Central","Michigan","Jackson","Second Class",19.05,3,0.0,8.76,45.98
"CA-2017-111689","2017-11-30 00:00:00",2017,4,11,"November","Thursday","Harold Pawlan","Home Office","Office Supplies","Binders","Lock-Up Easel 'Spel-Binder'","East","New York","New York City","Second Class",68.47,3,0.2,23.11,33.75
"CA-2015-109386","2015-11-08 00:00:00",2015,4,11,"November","Sunday","Rob Haberlin","Consumer","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Large Room","South","Virginia","Hampton","Second Class",44.43,3,0.0,18.66,42.00
"CA-2016-149111","2016-04-17 00:00:00",2016,2,4,"April","Sunday","Ben Ferrer","Home Office","Technology","Phones","Motorola L804","South","North Carolina","Raleigh","Second Class",36.79,1,0.2,4.14,11.25
"CA-2016-149111","2016-04-17 00:00:00",2016,2,4,"April","Sunday","Ben Ferrer","Home Office","Furniture","Furnishings","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs","South","North Carolina","Raleigh","Second Class",18.62,8,0.2,6.29,33.78
"CA-2014-131002","2014-09-07 00:00:00",2014,3,9,"September","Sunday","Tom Boeckenhauer","Consumer","Furniture","Furnishings","Executive Impressions 13"" Clairmont Wall Clock","Central","Oklahoma","Tulsa","Second Class",57.69,3,0.0,23.65,40.99
"CA-2014-131002","2014-09-07 00:00:00",2014,3,9,"September","Sunday","Tom Boeckenhauer","Consumer","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand","Central","Oklahoma","Tulsa","Second Class",42.81,3,0.0,20.12,47.00
"CA-2014-131002","2014-09-07 00:00:00",2014,3,9,"September","Sunday","Tom Boeckenhauer","Consumer","Office Supplies","Paper","Xerox 2000","Central","Oklahoma","Tulsa","Second Class",12.96,2,0.0,6.22,47.99
"CA-2014-131002","2014-09-07 00:00:00",2014,3,9,"September","Sunday","Tom Boeckenhauer","Consumer","Furniture","Furnishings","3M Polarizing Task Lamp with Clamp Arm, Light Gray","Central","Oklahoma","Tulsa","Second Class",821.88,6,0.0,213.69,26.00
"CA-2014-131002","2014-09-07 00:00:00",2014,3,9,"September","Sunday","Tom Boeckenhauer","Consumer","Technology","Phones","Plantronics Cordless Phone Headset with In-line Volume - M214C","Central","Oklahoma","Tulsa","Second Class",104.85,3,0.0,28.31,27.00
"CA-2017-111689","2017-11-30 00:00:00",2017,4,11,"November","Thursday","Harold Pawlan","Home Office","Furniture","Chairs","SAFCO Arco Folding Chair","East","New York","New York City","Second Class",1242.9,5,0.1,262.39,21.11
"CA-2017-112515","2017-09-17 00:00:00",2017,3,9,"September","Sunday","Alan Schoenberger","Corporate","Office Supplies","Binders","Avery Non-Stick Binders","West","Utah","Provo","Second Class",10.78,3,0.2,3.5,32.47
"CA-2017-112515","2017-09-17 00:00:00",2017,3,9,"September","Sunday","Alan Schoenberger","Corporate","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","West","Utah","Provo","Second Class",11.78,3,0.2,4.27,36.25
"CA-2017-112515","2017-09-17 00:00:00",2017,3,9,"September","Sunday","Alan Schoenberger","Corporate","Office Supplies","Paper","Green Bar Computer Printout Paper","West","Utah","Provo","Second Class",164.88,3,0.0,80.79,49.00
"CA-2017-112515","2017-09-17 00:00:00",2017,3,9,"September","Sunday","Alan Schoenberger","Corporate","Furniture","Bookcases","Global Adaptabilites Bookcase, Cherry/Storm Gray Finish","West","Utah","Provo","Second Class",1292.94,3,0.0,77.58,6.00
"CA-2017-114055","2017-12-25 00:00:00",2017,4,12,"December","Monday","Mick Hernandez","Home Office","Office Supplies","Paper","14-7/8 x 11 Blue Bar Computer Printout Paper","South","Alabama","Huntsville","Second Class",96.08,2,0.0,46.12,48.00
